peak_id,retention_time,initial_time,final_time,peak_area,peak_height,date,solute_concentration_mM
39.33333,-2799,,,,,2021-03-15,0.1
39.34167,-2798,,,,,2021-03-15,0.1
39.35000,-2797,,,,,2021-03-15,0.1
39.35833,-2795,,,,,2021-03-15,0.1
39.36667,-2794,,,,,2021-03-15,0.1
39.37500,-2792,,,,,2021-03-15,0.1
39.38333,-2791,,,,,2021-03-15,0.1
39.39167,-2790,,,,,2021-03-15,0.1
39.40000,-2790,,,,,2021-03-15,0.1
39.40833,-2790,,,,,2021-03-15,0.1
39.41667,-2789,,,,,2021-03-15,0.1
39.42500,-2788,,,,,2021-03-15,0.1
39.43333,-2787,,,,,2021-03-15,0.1
39.44167,-2785,,,,,2021-03-15,0.1
39.45000,-2783,,,,,2021-03-15,0.1
39.45833,-2780,,,,,2021-03-15,0.1
39.46667,-2777,,,,,2021-03-15,0.1
39.47500,-2775,,,,,2021-03-15,0.1
39.48333,-2773,,,,,2021-03-15,0.1
39.49167,-2772,,,,,2021-03-15,0.1
39.50000,-2771,,,,,2021-03-15,0.1
39.50833,-2770,,,,,2021-03-15,0.1
39.51667,-2769,,,,,2021-03-15,0.1
39.52500,-2772,,,,,2021-03-15,0.1
39.53333,-2779,,,,,2021-03-15,0.1
39.54167,-2790,,,,,2021-03-15,0.1
39.55000,-2802,,,,,2021-03-15,0.1
39.55833,-2816,,,,,2021-03-15,0.1
39.56667,-2830,,,,,2021-03-15,0.1
39.57500,-2844,,,,,2021-03-15,0.1
39.58333,-2857,,,,,2021-03-15,0.1
39.59167,-2870,,,,,2021-03-15,0.1
39.60000,-2881,,,,,2021-03-15,0.1
39.60833,-2889,,,,,2021-03-15,0.1
39.61667,-2896,,,,,2021-03-15,0.1
39.62500,-2900,,,,,2021-03-15,0.1
39.63333,-2903,,,,,2021-03-15,0.1
39.64167,-2906,,,,,2021-03-15,0.1
39.65000,-2908,,,,,2021-03-15,0.1
39.65833,-2911,,,,,2021-03-15,0.1
39.66667,-2913,,,,,2021-03-15,0.1
39.67500,-2916,,,,,2021-03-15,0.1
39.68333,-2919,,,,,2021-03-15,0.1
39.69167,-2922,,,,,2021-03-15,0.1
39.70000,-2925,,,,,2021-03-15,0.1
39.70833,-2928,,,,,2021-03-15,0.1
39.71667,-2930,,,,,2021-03-15,0.1
39.72500,-2932,,,,,2021-03-15,0.1
39.73333,-2935,,,,,2021-03-15,0.1
39.74167,-2938,,,,,2021-03-15,0.1
39.75000,-2940,,,,,2021-03-15,0.1
39.75833,-2943,,,,,2021-03-15,0.1
39.76667,-2944,,,,,2021-03-15,0.1
39.77500,-2945,,,,,2021-03-15,0.1
39.78333,-2946,,,,,2021-03-15,0.1
39.79167,-2946,,,,,2021-03-15,0.1
39.80000,-2946,,,,,2021-03-15,0.1
39.80833,-2946,,,,,2021-03-15,0.1
39.81667,-2946,,,,,2021-03-15,0.1
39.82500,-2947,,,,,2021-03-15,0.1
39.83333,-2947,,,,,2021-03-15,0.1
39.84167,-2948,,,,,2021-03-15,0.1
39.85000,-2949,,,,,2021-03-15,0.1
39.85833,-2951,,,,,2021-03-15,0.1
39.86667,-2951,,,,,2021-03-15,0.1
39.87500,-2951,,,,,2021-03-15,0.1
39.88333,-2951,,,,,2021-03-15,0.1
39.89167,-2951,,,,,2021-03-15,0.1
39.90000,-2951,,,,,2021-03-15,0.1
39.90833,-2950,,,,,2021-03-15,0.1
39.91667,-2950,,,,,2021-03-15,0.1
39.92500,-2951,,,,,2021-03-15,0.1
39.93333,-2952,,,,,2021-03-15,0.1
39.94167,-2955,,,,,2021-03-15,0.1
39.95000,-2957,,,,,2021-03-15,0.1
39.95833,-2960,,,,,2021-03-15,0.1
39.96667,-2963,,,,,2021-03-15,0.1
39.97500,-2965,,,,,2021-03-15,0.1
39.98333,-2968,,,,,2021-03-15,0.1
39.99167,-2970,,,,,2021-03-15,0.1
40.00000,-2972,,,,,2021-03-15,0.1
40.00833,-2975,,,,,2021-03-15,0.1
40.01667,-2977,,,,,2021-03-15,0.1
40.02500,-2980,,,,,2021-03-15,0.1
40.03333,-2983,,,,,2021-03-15,0.1
40.04167,-2987,,,,,2021-03-15,0.1
40.05000,-2990,,,,,2021-03-15,0.1
40.05833,-2992,,,,,2021-03-15,0.1
40.06667,-2994,,,,,2021-03-15,0.1
40.07500,-2996,,,,,2021-03-15,0.1
40.08333,-2998,,,,,2021-03-15,0.1
40.09167,-3000,,,,,2021-03-15,0.1
40.10000,-3002,,,,,2021-03-15,0.1
40.10833,-3005,,,,,2021-03-15,0.1
40.11667,-3007,,,,,2021-03-15,0.1
40.12500,-3010,,,,,2021-03-15,0.1
40.13333,-3013,,,,,2021-03-15,0.1
40.14167,-3016,,,,,2021-03-15,0.1
40.15000,-3018,,,,,2021-03-15,0.1
40.15833,-3021,,,,,2021-03-15,0.1
40.16667,-3023,,,,,2021-03-15,0.1
40.17500,-3024,,,,,2021-03-15,0.1
40.18333,-3026,,,,,2021-03-15,0.1
40.19167,-3028,,,,,2021-03-15,0.1
40.20000,-3031,,,,,2021-03-15,0.1
40.20833,-3034,,,,,2021-03-15,0.1
40.21667,-3036,,,,,2021-03-15,0.1
40.22500,-3039,,,,,2021-03-15,0.1
40.23333,-3041,,,,,2021-03-15,0.1
40.24167,-3043,,,,,2021-03-15,0.1
40.25000,-3045,,,,,2021-03-15,0.1
40.25833,-3048,,,,,2021-03-15,0.1
40.26667,-3050,,,,,2021-03-15,0.1
40.27500,-3053,,,,,2021-03-15,0.1
40.28333,-3057,,,,,2021-03-15,0.1
40.29167,-3061,,,,,2021-03-15,0.1
40.30000,-3065,,,,,2021-03-15,0.1
40.30833,-3069,,,,,2021-03-15,0.1
40.31667,-3073,,,,,2021-03-15,0.1
40.32500,-3076,,,,,2021-03-15,0.1
40.33333,-3079,,,,,2021-03-15,0.1
40.34167,-3081,,,,,2021-03-15,0.1
40.35000,-3084,,,,,2021-03-15,0.1
40.35833,-3087,,,,,2021-03-15,0.1
40.36667,-3090,,,,,2021-03-15,0.1
40.37500,-3094,,,,,2021-03-15,0.1
40.38333,-3098,,,,,2021-03-15,0.1
40.39167,-3103,,,,,2021-03-15,0.1
40.40000,-3108,,,,,2021-03-15,0.1
40.40833,-3113,,,,,2021-03-15,0.1
40.41667,-3117,,,,,2021-03-15,0.1
40.42500,-3121,,,,,2021-03-15,0.1
40.43333,-3126,,,,,2021-03-15,0.1
40.44167,-3130,,,,,2021-03-15,0.1
40.45000,-3134,,,,,2021-03-15,0.1
40.45833,-3138,,,,,2021-03-15,0.1
40.46667,-3143,,,,,2021-03-15,0.1
40.47500,-3148,,,,,2021-03-15,0.1
40.48333,-3153,,,,,2021-03-15,0.1
40.49167,-3158,,,,,2021-03-15,0.1
40.50000,-3163,,,,,2021-03-15,0.1
40.50833,-3166,,,,,2021-03-15,0.1
40.51667,-3169,,,,,2021-03-15,0.1
40.52500,-3172,,,,,2021-03-15,0.1
40.53333,-3175,,,,,2021-03-15,0.1
40.54167,-3178,,,,,2021-03-15,0.1
40.55000,-3181,,,,,2021-03-15,0.1
40.55833,-3184,,,,,2021-03-15,0.1
40.56667,-3187,,,,,2021-03-15,0.1
40.57500,-3189,,,,,2021-03-15,0.1
40.58333,-3190,,,,,2021-03-15,0.1
40.59167,-3191,,,,,2021-03-15,0.1
40.60000,-3191,,,,,2021-03-15,0.1
40.60833,-3191,,,,,2021-03-15,0.1
40.61667,-3189,,,,,2021-03-15,0.1
40.62500,-3188,,,,,2021-03-15,0.1
40.63333,-3187,,,,,2021-03-15,0.1
40.64167,-3186,,,,,2021-03-15,0.1
40.65000,-3185,,,,,2021-03-15,0.1
40.65833,-3183,,,,,2021-03-15,0.1
40.66667,-3182,,,,,2021-03-15,0.1
40.67500,-3180,,,,,2021-03-15,0.1
40.68333,-3178,,,,,2021-03-15,0.1
40.69167,-3177,,,,,2021-03-15,0.1
40.70000,-3176,,,,,2021-03-15,0.1
40.70833,-3174,,,,,2021-03-15,0.1
40.71667,-3174,,,,,2021-03-15,0.1
40.72500,-3174,,,,,2021-03-15,0.1
40.73333,-3174,,,,,2021-03-15,0.1
40.74167,-3175,,,,,2021-03-15,0.1
40.75000,-3176,,,,,2021-03-15,0.1
40.75833,-3177,,,,,2021-03-15,0.1
40.76667,-3177,,,,,2021-03-15,0.1
40.77500,-3177,,,,,2021-03-15,0.1
40.78333,-3177,,,,,2021-03-15,0.1
40.79167,-3176,,,,,2021-03-15,0.1
40.80000,-3175,,,,,2021-03-15,0.1
40.80833,-3175,,,,,2021-03-15,0.1
40.81667,-3175,,,,,2021-03-15,0.1
40.82500,-3174,,,,,2021-03-15,0.1
40.83333,-3174,,,,,2021-03-15,0.1
40.84167,-3173,,,,,2021-03-15,0.1
40.85000,-3173,,,,,2021-03-15,0.1
40.85833,-3172,,,,,2021-03-15,0.1
40.86667,-3171,,,,,2021-03-15,0.1
40.87500,-3169,,,,,2021-03-15,0.1
40.88333,-3167,,,,,2021-03-15,0.1
40.89167,-3165,,,,,2021-03-15,0.1
40.90000,-3162,,,,,2021-03-15,0.1
40.90833,-3160,,,,,2021-03-15,0.1
40.91667,-3158,,,,,2021-03-15,0.1
40.92500,-3156,,,,,2021-03-15,0.1
40.93333,-3155,,,,,2021-03-15,0.1
40.94167,-3153,,,,,2021-03-15,0.1
40.95000,-3151,,,,,2021-03-15,0.1
40.95833,-3149,,,,,2021-03-15,0.1
40.96667,-3147,,,,,2021-03-15,0.1
40.97500,-3146,,,,,2021-03-15,0.1
40.98333,-3145,,,,,2021-03-15,0.1
40.99167,-3144,,,,,2021-03-15,0.1
41.00000,-3144,,,,,2021-03-15,0.1
41.00833,-3144,,,,,2021-03-15,0.1
41.01667,-3144,,,,,2021-03-15,0.1
41.02500,-3145,,,,,2021-03-15,0.1
41.03333,-3145,,,,,2021-03-15,0.1
41.04167,-3144,,,,,2021-03-15,0.1
41.05000,-3144,,,,,2021-03-15,0.1
41.05833,-3143,,,,,2021-03-15,0.1
41.06667,-3142,,,,,2021-03-15,0.1
41.07500,-3141,,,,,2021-03-15,0.1
41.08333,-3140,,,,,2021-03-15,0.1
41.09167,-3141,,,,,2021-03-15,0.1
41.10000,-3141,,,,,2021-03-15,0.1
41.10833,-3141,,,,,2021-03-15,0.1
41.11667,-3141,,,,,2021-03-15,0.1
41.12500,-3141,,,,,2021-03-15,0.1
41.13333,-3142,,,,,2021-03-15,0.1
41.14167,-3142,,,,,2021-03-15,0.1
41.15000,-3141,,,,,2021-03-15,0.1
41.15833,-3141,,,,,2021-03-15,0.1
41.16667,-3141,,,,,2021-03-15,0.1
41.17500,-3140,,,,,2021-03-15,0.1
41.18333,-3140,,,,,2021-03-15,0.1
41.19167,-3140,,,,,2021-03-15,0.1
41.20000,-3140,,,,,2021-03-15,0.1
41.20833,-3139,,,,,2021-03-15,0.1
41.21667,-3138,,,,,2021-03-15,0.1
41.22500,-3137,,,,,2021-03-15,0.1
41.23333,-3135,,,,,2021-03-15,0.1
41.24167,-3134,,,,,2021-03-15,0.1
41.25000,-3132,,,,,2021-03-15,0.1
41.25833,-3131,,,,,2021-03-15,0.1
41.26667,-3130,,,,,2021-03-15,0.1
41.27500,-3129,,,,,2021-03-15,0.1
41.28333,-3127,,,,,2021-03-15,0.1
41.29167,-3126,,,,,2021-03-15,0.1
41.30000,-3123,,,,,2021-03-15,0.1
41.30833,-3121,,,,,2021-03-15,0.1
41.31667,-3119,,,,,2021-03-15,0.1
41.32500,-3117,,,,,2021-03-15,0.1
41.33333,-3115,,,,,2021-03-15,0.1
41.34167,-3112,,,,,2021-03-15,0.1
41.35000,-3110,,,,,2021-03-15,0.1
41.35833,-3109,,,,,2021-03-15,0.1
41.36667,-3107,,,,,2021-03-15,0.1
41.37500,-3107,,,,,2021-03-15,0.1
41.38333,-3106,,,,,2021-03-15,0.1
41.39167,-3105,,,,,2021-03-15,0.1
41.40000,-3105,,,,,2021-03-15,0.1
41.40833,-3104,,,,,2021-03-15,0.1
41.41667,-3104,,,,,2021-03-15,0.1
41.42500,-3105,,,,,2021-03-15,0.1
41.43333,-3106,,,,,2021-03-15,0.1
41.44167,-3108,,,,,2021-03-15,0.1
41.45000,-3110,,,,,2021-03-15,0.1
41.45833,-3112,,,,,2021-03-15,0.1
41.46667,-3116,,,,,2021-03-15,0.1
41.47500,-3119,,,,,2021-03-15,0.1
41.48333,-3123,,,,,2021-03-15,0.1
41.49167,-3126,,,,,2021-03-15,0.1
41.50000,-3128,,,,,2021-03-15,0.1
41.50833,-3130,,,,,2021-03-15,0.1
41.51667,-3133,,,,,2021-03-15,0.1
41.52500,-3136,,,,,2021-03-15,0.1
41.53333,-3140,,,,,2021-03-15,0.1
41.54167,-3144,,,,,2021-03-15,0.1
41.55000,-3147,,,,,2021-03-15,0.1
41.55833,-3150,,,,,2021-03-15,0.1
41.56667,-3153,,,,,2021-03-15,0.1
41.57500,-3156,,,,,2021-03-15,0.1
41.58333,-3159,,,,,2021-03-15,0.1
41.59167,-3161,,,,,2021-03-15,0.1
41.60000,-3163,,,,,2021-03-15,0.1
41.60833,-3165,,,,,2021-03-15,0.1
41.61667,-3168,,,,,2021-03-15,0.1
41.62500,-3170,,,,,2021-03-15,0.1
41.63333,-3172,,,,,2021-03-15,0.1
41.64167,-3174,,,,,2021-03-15,0.1
41.65000,-3174,,,,,2021-03-15,0.1
41.65833,-3175,,,,,2021-03-15,0.1
41.66667,-3175,,,,,2021-03-15,0.1
41.67500,-3175,,,,,2021-03-15,0.1
41.68333,-3175,,,,,2021-03-15,0.1
41.69167,-3175,,,,,2021-03-15,0.1
41.70000,-3175,,,,,2021-03-15,0.1
41.70833,-3175,,,,,2021-03-15,0.1
41.71667,-3176,,,,,2021-03-15,0.1
41.72500,-3178,,,,,2021-03-15,0.1
41.73333,-3179,,,,,2021-03-15,0.1
41.74167,-3180,,,,,2021-03-15,0.1
41.75000,-3180,,,,,2021-03-15,0.1
41.75833,-3181,,,,,2021-03-15,0.1
41.76667,-3182,,,,,2021-03-15,0.1
41.77500,-3182,,,,,2021-03-15,0.1
41.78333,-3183,,,,,2021-03-15,0.1
41.79167,-3184,,,,,2021-03-15,0.1
41.80000,-3186,,,,,2021-03-15,0.1
41.80833,-3188,,,,,2021-03-15,0.1
41.81667,-3190,,,,,2021-03-15,0.1
41.82500,-3192,,,,,2021-03-15,0.1
41.83333,-3194,,,,,2021-03-15,0.1
41.84167,-3197,,,,,2021-03-15,0.1
41.85000,-3199,,,,,2021-03-15,0.1
41.85833,-3200,,,,,2021-03-15,0.1
41.86667,-3202,,,,,2021-03-15,0.1
41.87500,-3204,,,,,2021-03-15,0.1
41.88333,-3206,,,,,2021-03-15,0.1
41.89167,-3208,,,,,2021-03-15,0.1
41.90000,-3210,,,,,2021-03-15,0.1
41.90833,-3212,,,,,2021-03-15,0.1
41.91667,-3215,,,,,2021-03-15,0.1
41.92500,-3218,,,,,2021-03-15,0.1
41.93333,-3220,,,,,2021-03-15,0.1
41.94167,-3220,,,,,2021-03-15,0.1
41.95000,-3220,,,,,2021-03-15,0.1
41.95833,-3219,,,,,2021-03-15,0.1
41.96667,-3219,,,,,2021-03-15,0.1
41.97500,-3218,,,,,2021-03-15,0.1
41.98333,-3218,,,,,2021-03-15,0.1
41.99167,-3218,,,,,2021-03-15,0.1
42.00000,-3218,,,,,2021-03-15,0.1
42.00833,-3217,,,,,2021-03-15,0.1
42.01667,-3216,,,,,2021-03-15,0.1
42.02500,-3214,,,,,2021-03-15,0.1
42.03333,-3213,,,,,2021-03-15,0.1
42.04167,-3211,,,,,2021-03-15,0.1
42.05000,-3209,,,,,2021-03-15,0.1
42.05833,-3208,,,,,2021-03-15,0.1
42.06667,-3210,,,,,2021-03-15,0.1
42.07500,-3216,,,,,2021-03-15,0.1
42.08333,-3226,,,,,2021-03-15,0.1
42.09167,-3238,,,,,2021-03-15,0.1
42.10000,-3251,,,,,2021-03-15,0.1
42.10833,-3264,,,,,2021-03-15,0.1
42.11667,-3276,,,,,2021-03-15,0.1
42.12500,-3288,,,,,2021-03-15,0.1
42.13333,-3298,,,,,2021-03-15,0.1
42.14167,-3308,,,,,2021-03-15,0.1
42.15000,-3317,,,,,2021-03-15,0.1
42.15833,-3323,,,,,2021-03-15,0.1
42.16667,-3329,,,,,2021-03-15,0.1
42.17500,-3333,,,,,2021-03-15,0.1
42.18333,-3336,,,,,2021-03-15,0.1
42.19167,-3338,,,,,2021-03-15,0.1
42.20000,-3340,,,,,2021-03-15,0.1
42.20833,-3342,,,,,2021-03-15,0.1
42.21667,-3343,,,,,2021-03-15,0.1
42.22500,-3344,,,,,2021-03-15,0.1
42.23333,-3345,,,,,2021-03-15,0.1
42.24167,-3347,,,,,2021-03-15,0.1
42.25000,-3350,,,,,2021-03-15,0.1
42.25833,-3352,,,,,2021-03-15,0.1
42.26667,-3355,,,,,2021-03-15,0.1
42.27500,-3358,,,,,2021-03-15,0.1
42.28333,-3362,,,,,2021-03-15,0.1
42.29167,-3364,,,,,2021-03-15,0.1
42.30000,-3366,,,,,2021-03-15,0.1
42.30833,-3367,,,,,2021-03-15,0.1
42.31667,-3368,,,,,2021-03-15,0.1
42.32500,-3369,,,,,2021-03-15,0.1
42.33333,-3369,,,,,2021-03-15,0.1
42.34167,-3370,,,,,2021-03-15,0.1
42.35000,-3370,,,,,2021-03-15,0.1
42.35833,-3371,,,,,2021-03-15,0.1
42.36667,-3372,,,,,2021-03-15,0.1
42.37500,-3373,,,,,2021-03-15,0.1
42.38333,-3373,,,,,2021-03-15,0.1
42.39167,-3372,,,,,2021-03-15,0.1
42.40000,-3371,,,,,2021-03-15,0.1
42.40833,-3370,,,,,2021-03-15,0.1
42.41667,-3369,,,,,2021-03-15,0.1
42.42500,-3369,,,,,2021-03-15,0.1
42.43333,-3369,,,,,2021-03-15,0.1
42.44167,-3368,,,,,2021-03-15,0.1
42.45000,-3368,,,,,2021-03-15,0.1
42.45833,-3367,,,,,2021-03-15,0.1
42.46667,-3367,,,,,2021-03-15,0.1
42.47500,-3366,,,,,2021-03-15,0.1
42.48333,-3365,,,,,2021-03-15,0.1
42.49167,-3363,,,,,2021-03-15,0.1
42.50000,-3363,,,,,2021-03-15,0.1
42.50833,-3362,,,,,2021-03-15,0.1
42.51667,-3362,,,,,2021-03-15,0.1
42.52500,-3361,,,,,2021-03-15,0.1
42.53333,-3360,,,,,2021-03-15,0.1
42.54167,-3359,,,,,2021-03-15,0.1
42.55000,-3357,,,,,2021-03-15,0.1
42.55833,-3357,,,,,2021-03-15,0.1
42.56667,-3356,,,,,2021-03-15,0.1
42.57500,-3355,,,,,2021-03-15,0.1
42.58333,-3355,,,,,2021-03-15,0.1
42.59167,-3356,,,,,2021-03-15,0.1
42.60000,-3357,,,,,2021-03-15,0.1
42.60833,-3359,,,,,2021-03-15,0.1
42.61667,-3362,,,,,2021-03-15,0.1
42.62500,-3364,,,,,2021-03-15,0.1
42.63333,-3366,,,,,2021-03-15,0.1
42.64167,-3367,,,,,2021-03-15,0.1
42.65000,-3368,,,,,2021-03-15,0.1
42.65833,-3369,,,,,2021-03-15,0.1
42.66667,-3369,,,,,2021-03-15,0.1
42.67500,-3369,,,,,2021-03-15,0.1
42.68333,-3368,,,,,2021-03-15,0.1
42.69167,-3368,,,,,2021-03-15,0.1
42.70000,-3368,,,,,2021-03-15,0.1
42.70833,-3368,,,,,2021-03-15,0.1
42.71667,-3368,,,,,2021-03-15,0.1
42.72500,-3368,,,,,2021-03-15,0.1
42.73333,-3367,,,,,2021-03-15,0.1
42.74167,-3366,,,,,2021-03-15,0.1
42.75000,-3364,,,,,2021-03-15,0.1
42.75833,-3363,,,,,2021-03-15,0.1
42.76667,-3361,,,,,2021-03-15,0.1
42.77500,-3360,,,,,2021-03-15,0.1
42.78333,-3358,,,,,2021-03-15,0.1
42.79167,-3357,,,,,2021-03-15,0.1
42.80000,-3356,,,,,2021-03-15,0.1
42.80833,-3355,,,,,2021-03-15,0.1
42.81667,-3354,,,,,2021-03-15,0.1
42.82500,-3353,,,,,2021-03-15,0.1
42.83333,-3352,,,,,2021-03-15,0.1
42.84167,-3350,,,,,2021-03-15,0.1
42.85000,-3349,,,,,2021-03-15,0.1
42.85833,-3349,,,,,2021-03-15,0.1
42.86667,-3350,,,,,2021-03-15,0.1
42.87500,-3351,,,,,2021-03-15,0.1
42.88333,-3352,,,,,2021-03-15,0.1
42.89167,-3354,,,,,2021-03-15,0.1
42.90000,-3356,,,,,2021-03-15,0.1
42.90833,-3358,,,,,2021-03-15,0.1
42.91667,-3360,,,,,2021-03-15,0.1
42.92500,-3360,,,,,2021-03-15,0.1
42.93333,-3361,,,,,2021-03-15,0.1
42.94167,-3362,,,,,2021-03-15,0.1
42.95000,-3363,,,,,2021-03-15,0.1
42.95833,-3364,,,,,2021-03-15,0.1
42.96667,-3366,,,,,2021-03-15,0.1
42.97500,-3368,,,,,2021-03-15,0.1
42.98333,-3370,,,,,2021-03-15,0.1
42.99167,-3371,,,,,2021-03-15,0.1
43.00000,-3373,,,,,2021-03-15,0.1
43.00833,-3374,,,,,2021-03-15,0.1
43.01667,-3375,,,,,2021-03-15,0.1
43.02500,-3376,,,,,2021-03-15,0.1
43.03333,-3377,,,,,2021-03-15,0.1
43.04167,-3379,,,,,2021-03-15,0.1
43.05000,-3382,,,,,2021-03-15,0.1
43.05833,-3384,,,,,2021-03-15,0.1
43.06667,-3386,,,,,2021-03-15,0.1
43.07500,-3388,,,,,2021-03-15,0.1
43.08333,-3389,,,,,2021-03-15,0.1
43.09167,-3390,,,,,2021-03-15,0.1
43.10000,-3390,,,,,2021-03-15,0.1
43.10833,-3389,,,,,2021-03-15,0.1
43.11667,-3388,,,,,2021-03-15,0.1
43.12500,-3387,,,,,2021-03-15,0.1
43.13333,-3386,,,,,2021-03-15,0.1
43.14167,-3386,,,,,2021-03-15,0.1
43.15000,-3387,,,,,2021-03-15,0.1
43.15833,-3387,,,,,2021-03-15,0.1
43.16667,-3388,,,,,2021-03-15,0.1
43.17500,-3388,,,,,2021-03-15,0.1
43.18333,-3388,,,,,2021-03-15,0.1
43.19167,-3387,,,,,2021-03-15,0.1
43.20000,-3387,,,,,2021-03-15,0.1
43.20833,-3386,,,,,2021-03-15,0.1
43.21667,-3386,,,,,2021-03-15,0.1
43.22500,-3386,,,,,2021-03-15,0.1
43.23333,-3387,,,,,2021-03-15,0.1
43.24167,-3388,,,,,2021-03-15,0.1
43.25000,-3390,,,,,2021-03-15,0.1
43.25833,-3392,,,,,2021-03-15,0.1
43.26667,-3395,,,,,2021-03-15,0.1
43.27500,-3397,,,,,2021-03-15,0.1
43.28333,-3399,,,,,2021-03-15,0.1
43.29167,-3402,,,,,2021-03-15,0.1
43.30000,-3405,,,,,2021-03-15,0.1
43.30833,-3409,,,,,2021-03-15,0.1
43.31667,-3412,,,,,2021-03-15,0.1
43.32500,-3416,,,,,2021-03-15,0.1
43.33333,-3420,,,,,2021-03-15,0.1
43.34167,-3424,,,,,2021-03-15,0.1
43.35000,-3428,,,,,2021-03-15,0.1
43.35833,-3433,,,,,2021-03-15,0.1
43.36667,-3436,,,,,2021-03-15,0.1
43.37500,-3439,,,,,2021-03-15,0.1
43.38333,-3441,,,,,2021-03-15,0.1
43.39167,-3444,,,,,2021-03-15,0.1
43.40000,-3447,,,,,2021-03-15,0.1
43.40833,-3451,,,,,2021-03-15,0.1
43.41667,-3455,,,,,2021-03-15,0.1
43.42500,-3458,,,,,2021-03-15,0.1
43.43333,-3461,,,,,2021-03-15,0.1
43.44167,-3464,,,,,2021-03-15,0.1
43.45000,-3466,,,,,2021-03-15,0.1
43.45833,-3468,,,,,2021-03-15,0.1
43.46667,-3470,,,,,2021-03-15,0.1
43.47500,-3471,,,,,2021-03-15,0.1
43.48333,-3473,,,,,2021-03-15,0.1
43.49167,-3475,,,,,2021-03-15,0.1
43.50000,-3478,,,,,2021-03-15,0.1
43.50833,-3480,,,,,2021-03-15,0.1
43.51667,-3483,,,,,2021-03-15,0.1
43.52500,-3485,,,,,2021-03-15,0.1
43.53333,-3487,,,,,2021-03-15,0.1
43.54167,-3488,,,,,2021-03-15,0.1
43.55000,-3490,,,,,2021-03-15,0.1
43.55833,-3491,,,,,2021-03-15,0.1
43.56667,-3491,,,,,2021-03-15,0.1
43.57500,-3493,,,,,2021-03-15,0.1
43.58333,-3495,,,,,2021-03-15,0.1
43.59167,-3497,,,,,2021-03-15,0.1
43.60000,-3501,,,,,2021-03-15,0.1
43.60833,-3504,,,,,2021-03-15,0.1
43.61667,-3508,,,,,2021-03-15,0.1
43.62500,-3510,,,,,2021-03-15,0.1
43.63333,-3512,,,,,2021-03-15,0.1
43.64167,-3514,,,,,2021-03-15,0.1
43.65000,-3515,,,,,2021-03-15,0.1
43.65833,-3517,,,,,2021-03-15,0.1
43.66667,-3519,,,,,2021-03-15,0.1
43.67500,-3522,,,,,2021-03-15,0.1
43.68333,-3525,,,,,2021-03-15,0.1
43.69167,-3528,,,,,2021-03-15,0.1
43.70000,-3532,,,,,2021-03-15,0.1
43.70833,-3536,,,,,2021-03-15,0.1
43.71667,-3540,,,,,2021-03-15,0.1
43.72500,-3543,,,,,2021-03-15,0.1
43.73333,-3546,,,,,2021-03-15,0.1
43.74167,-3549,,,,,2021-03-15,0.1
43.75000,-3552,,,,,2021-03-15,0.1
43.75833,-3556,,,,,2021-03-15,0.1
43.76667,-3559,,,,,2021-03-15,0.1
43.77500,-3562,,,,,2021-03-15,0.1
43.78333,-3566,,,,,2021-03-15,0.1
43.79167,-3569,,,,,2021-03-15,0.1
43.80000,-3572,,,,,2021-03-15,0.1
43.80833,-3575,,,,,2021-03-15,0.1
43.81667,-3577,,,,,2021-03-15,0.1
43.82500,-3578,,,,,2021-03-15,0.1
43.83333,-3579,,,,,2021-03-15,0.1
43.84167,-3580,,,,,2021-03-15,0.1
43.85000,-3581,,,,,2021-03-15,0.1
43.85833,-3582,,,,,2021-03-15,0.1
43.86667,-3583,,,,,2021-03-15,0.1
43.87500,-3584,,,,,2021-03-15,0.1
43.88333,-3585,,,,,2021-03-15,0.1
43.89167,-3585,,,,,2021-03-15,0.1
43.90000,-3585,,,,,2021-03-15,0.1
43.90833,-3585,,,,,2021-03-15,0.1
43.91667,-3584,,,,,2021-03-15,0.1
43.92500,-3584,,,,,2021-03-15,0.1
43.93333,-3584,,,,,2021-03-15,0.1
43.94167,-3585,,,,,2021-03-15,0.1
43.95000,-3586,,,,,2021-03-15,0.1
43.95833,-3587,,,,,2021-03-15,0.1
43.96667,-3588,,,,,2021-03-15,0.1
43.97500,-3588,,,,,2021-03-15,0.1
43.98333,-3589,,,,,2021-03-15,0.1
43.99167,-3590,,,,,2021-03-15,0.1
44.00000,-3590,,,,,2021-03-15,0.1
44.00833,-3590,,,,,2021-03-15,0.1
44.01667,-3591,,,,,2021-03-15,0.1
44.02500,-3592,,,,,2021-03-15,0.1
44.03333,-3593,,,,,2021-03-15,0.1
44.04167,-3595,,,,,2021-03-15,0.1
44.05000,-3597,,,,,2021-03-15,0.1
44.05833,-3599,,,,,2021-03-15,0.1
44.06667,-3601,,,,,2021-03-15,0.1
44.07500,-3602,,,,,2021-03-15,0.1
44.08333,-3604,,,,,2021-03-15,0.1
44.09167,-3606,,,,,2021-03-15,0.1
44.10000,-3607,,,,,2021-03-15,0.1
44.10833,-3609,,,,,2021-03-15,0.1
44.11667,-3610,,,,,2021-03-15,0.1
44.12500,-3612,,,,,2021-03-15,0.1
44.13333,-3614,,,,,2021-03-15,0.1
44.14167,-3617,,,,,2021-03-15,0.1
44.15000,-3620,,,,,2021-03-15,0.1
44.15833,-3622,,,,,2021-03-15,0.1
44.16667,-3624,,,,,2021-03-15,0.1
